,coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate,fpco2
647,CNPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,N,9.326,NA,T30,0.82,700
648,CNPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,N,9.914,NA,T30,0.073,700
649,CNPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,N,9.476,NA,T30,0.101,2800
650,CNPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,N,10.141,NA,T30,0.765,280
651,CNPF17,400_28_3,28,400_28,405.52,28,cur,P,F,N,8.497,NA,T30,-1.397,400
652,CNPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,N,12.097,NA,T30,1.989,280
653,CNPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,N,10.91,NA,T30,-0.308,400
654,CNPF5,700_31_3,30.9,700_31,675.24,31,eoc,P,F,N,9.824,NA,T30,0.483,700
655,CNPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,N,9.59,NA,T30,1.004,700
656,CNPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,N,11.322,NA,T30,-0.949,2800
657,CNPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,N,13.066,NA,T30,1.598,2800
661,CNSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,N,4.803,NA,T30,NA,400
674,CNSC11,280_28_2,27.9,280_28,314.65,28,pre,S,C,N,8.779,NA,T30,NA,280
675,CNSC13,400_28_2,28.1,400_28,400.02,28,cur,S,C,N,5.035,NA,T30,-0.014,400
689,CNSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,N,11.93,NA,T30,NA,280
690,CNSE11,280_28_3,27.9,280_28,317.27,28,pre,S,E,N,10.4,NA,T30,1.089,280
697,CNSF10,700_31_3,30.9,700_31,675.24,31,eoc,S,F,N,10.423,NA,T30,0,700
704,CNTA1,280_31_1,31,280_31,286.83,31,pre,T,A,N,19.753,NA,T30,NA,280
706,CNTA2,280_28_1,28,280_28,302.69,28,pre,T,A,N,17.065,NA,T30,0.339,280
707,CNTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,N,14.594,NA,T30,NA,400
708,CNTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,N,28.876,NA,T30,NA,700
709,CNTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,N,32.046,NA,T30,0.092,700
710,CNTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,N,32.326,NA,T30,-0.134,2800
711,CNTB12,400_31_1,31.1,400_31,434.02,31,cur,T,B,N,21.829,NA,T30,NA,400
712,CNTB13,700_28_1,28,700_28,707.6,28,eoc,T,B,N,26.117,NA,T30,0.12,700
713,CNTB14,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,N,18.187,NA,T30,NA,2800
715,CNTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,N,13.749,NA,T30,NA,700
716,CNTB8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,B,N,13.526,NA,T30,-0.137,2800
718,CNTC1,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,29.098,NA,T30,0.151,280
720,CNTC11,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,14.844,NA,T30,-0.409,2800
721,CNTC14,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,10.181,NA,T30,-0.163,2800
724,CNTC20,280_31_3,30.9,280_31,291.58,31,pre,T,C,N,10.996,NA,T30,0.329,280
727,CNTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,N,21.494,NA,T30,NA,400
728,CNTC5,700_31_2,30.9,700_31,677.35,31,eoc,T,C,N,25.703,NA,T30,NA,700
729,CNTC6,700_28_2,28.1,700_28,707.17,28,eoc,T,C,N,24.041,NA,T30,NA,700
730,CNTC8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,C,N,6.998,NA,T30,NA,2800
735,CNTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,N,24.227,NA,T30,NA,400
736,CNTD5,700_31_2,30.9,700_31,677.35,31,eoc,T,D,N,21.945,NA,T30,0.067,700
737,CNTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,N,22.357,NA,T30,0.008,700
738,CNTD7,2800_31_2,30.9,2800_31,3301.59,31,ext,T,D,N,18.206,NA,T30,NA,2800
739,CNTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,N,26.287,NA,T30,0.015,2800
742,CNTE15,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,30.404,NA,T30,0.263,280
744,CNTE3,400_31_3,31.1,400_31,459.07,31,cur,T,E,N,19.365,NA,T30,NA,400
745,CNTE5,700_31_3,30.9,700_31,675.24,31,eoc,T,E,N,31.857,NA,T30,0.035,700
748,CNTF1,280_31_3,30.9,280_31,291.58,31,pre,T,F,N,35.164,NA,T30,0.172,280
750,CNTF3,400_31_3,31.1,400_31,459.07,31,cur,T,F,N,23.255,NA,T30,0.016,400
751,CNTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,N,19.357,NA,T30,0.019,700
752,CNTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,N,29.273,NA,T30,0.204,700
753,CNTF7,2800_31_3,31,2800_31,3295.97,31,ext,T,F,N,21.527,NA,T30,NA,2800
754,CNTF8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,F,N,25.133,NA,T30,0,2800
757,CFAA2,280_28_1,28,280_28,302.69,28,pre,A,A,F,8.63,NA,T60,0.05,280
758,CFAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,F,10.159,NA,T60,-0.049,400
759,CFAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,F,8.814,NA,T60,-0.057,700
761,CFAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,F,8.122,NA,T60,NA,2800
763,CFAB1,280_31_1,31,280_31,286.83,31,pre,A,B,F,12.419,NA,T60,NA,280
769,CFAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,F,9.344,NA,T60,NA,2800
775,CFAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,F,11.743,NA,T60,0.016,700
777,CFAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,F,9.936,NA,T60,NA,2800
779,CFAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,F,11.337,NA,T60,NA,280
780,CFAD12,400_28_2,28.1,400_28,400.02,28,cur,A,D,F,5.764,NA,T60,0.045,400
782,CFAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,F,9.959,NA,T60,0.488,400
785,CFAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,F,7.797,NA,T60,NA,2800
787,CFAD9,400_28_3,28,400_28,405.52,28,cur,A,D,F,6.6,NA,T60,0.039,400
788,CFAE10,280_31_3,30.9,280_31,291.58,31,pre,A,E,F,8.362,NA,T60,0.216,280
790,CFAE16,700_28_3,28.1,700_28,689.5,28,eoc,A,E,F,8.083,NA,T60,NA,700
791,CFAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,F,11.399,NA,T60,0.016,700
793,CFAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,F,8.796,NA,T60,0.134,280
798,CFAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,F,7.098,NA,T60,-0.675,2800
800,CFAF9,400_28_3,28,400_28,405.52,28,cur,A,F,F,5.018,NA,T60,0.577,400
801,CFPA1,280_31_1,31,280_31,286.83,31,pre,P,A,F,12.372,NA,T60,0.993,280
802,CFPA10,2800_28_2,28.1,2800_28,3336.47,28,ext,P,A,F,14.24,NA,T60,-0.028,2800
803,CFPA11,400_31_2,31.1,400_31,447.02,31,cur,P,A,F,10.967,NA,T60,-0.283,400
805,CFPA13,400_28_1,28,400_28,408.25,28,cur,P,A,F,3.784,NA,T60,NA,400
807,CFPA20,700_31_2,30.9,700_31,677.35,31,eoc,P,A,F,10.441,NA,T60,0.159,700
809,CFPA22,2800_31_2,30.9,2800_31,3301.59,31,ext,P,A,F,9.655,NA,T60,-0.547,2800
810,CFPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,F,12.671,NA,T60,-0.245,400
811,CFPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,F,13.511,NA,T60,0.268,700
813,CFPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,F,11.518,NA,T60,-0.279,2800
816,CFPB1,400_28_1,28,400_28,408.25,28,cur,P,B,F,7.942,NA,T60,1.569,400
817,CFPB12,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,F,9.46,NA,T60,1.918,2800
818,CFPB2,280_28_1,28,280_28,302.69,28,pre,P,B,F,10.94,NA,T60,1.695,280
819,CFPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,F,12.899,NA,T60,-0.058,400
820,CFPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,F,9.71,NA,T60,0.219,700
821,CFPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,F,11.396,NA,T60,2.444,700
822,CFPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,F,8.536,NA,T60,-0.081,2800
823,CFPB9,280_31_1,31,280_31,286.83,31,pre,P,B,F,9.076,NA,T60,0.089,280
824,CFPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,F,10.227,NA,T60,NA,280
826,CFPC11,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,12.342,NA,T60,1.438,280
827,CFPC12,700_31_2,30.9,700_31,677.35,31,eoc,P,C,F,11.884,NA,T60,-0.725,700
829,CFPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.186,NA,T60,NA,400
830,CFPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,F,11.821,NA,T60,1.501,700
831,CFPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,F,9.676,NA,T60,NA,2800
833,CFPC9,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.601,NA,T60,-0.347,400
835,CFPD11,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.24,NA,T60,-0.214,2800
837,CFPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,F,8.538,NA,T60,-1.157,400
838,CFPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,F,8.533,NA,T60,-1.554,700
839,CFPD6,400_28_2,28.1,400_28,400.02,28,cur,P,D,F,8.239,NA,T60,1.217,400
840,CFPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,F,11.931,NA,T60,0,2800
841,CFPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.965,NA,T60,0.014,2800
842,CFPD9,700_28_2,28.1,700_28,707.17,28,eoc,P,D,F,7.055,NA,T60,0.505,700
843,CFPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,F,11.546,NA,T60,0.462,280
844,CFPE10,280_28_1,28,280_28,302.69,28,pre,P,E,F,11.543,NA,T60,-0.686,280
845,CFPE12,700_28_2,28.1,700_28,707.17,28,eoc,P,E,F,13.964,NA,T60,-0.025,700
846,CFPE14,280_28_2,27.9,280_28,314.65,28,pre,P,E,F,8.052,NA,T60,0.414,280
847,CFPE15,2800_28_2,28.1,2800_28,3336.47,28,ext,P,E,F,5.674,NA,T60,NA,2800
848,CFPE16,2800_31_2,30.9,2800_31,3301.59,31,ext,P,E,F,8.129,NA,T60,NA,2800
849,CFPE18,400_31_2,31.1,400_31,447.02,31,cur,P,E,F,7.792,NA,T60,NA,400
850,CFPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,F,10.804,NA,T60,0.048,280
851,CFPE20,280_31_2,30.9,280_31,286.61,31,pre,P,E,F,10.417,NA,T60,NA,280
852,CFPE26,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,6.355,NA,T60,NA,700
853,CFPE27,400_28_3,28,400_28,405.52,28,cur,P,E,F,4.181,NA,T60,NA,400
854,CFPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,F,9.348,NA,T60,0.946,400
855,CFPE40,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.408,NA,T60,0.006,2800
856,CFPE41,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,8.349,NA,T60,NA,700
857,CFPE42,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.626,NA,T60,0.913,2800
858,CFPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,F,8.152,NA,T60,-1.282,700
859,CFPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,F,10.186,NA,T60,-0.079,700
860,CFPE7,2800_31_3,31,2800_31,3295.97,31,ext,P,E,F,9.58,NA,T60,-1.81,2800
861,CFPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,F,11.411,NA,T60,-0.086,2800
862,CFPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,F,10.667,NA,T60,0.431,280
863,CFPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,F,11.07,NA,T60,-0.161,280
864,CFPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,F,12.464,NA,T60,-0.567,400
865,CFPF5,400_28_3,28,400_28,405.52,28,cur,P,F,F,14.774,NA,T60,0.771,400
866,CFPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,F,11.765,NA,T60,0.024,700
867,CFPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,F,12.335,NA,T60,-2.211,2800
868,CFPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,F,15.117,NA,T60,-0.057,2800
869,CFPF9,700_31_2,30.9,700_31,677.35,31,eoc,P,F,F,13.106,NA,T60,-0.048,700
888,CFSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,F,10.175,NA,T60,NA,400
895,CFSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,F,10.206,NA,T60,2.45,400
909,CFSF1,280_31_3,30.9,280_31,291.58,31,pre,S,F,F,9.061,NA,T60,NA,280
917,CFTA1,280_31_1,31,280_31,286.83,31,pre,T,A,F,21.287,NA,T60,NA,280
918,CFTA2,280_28_1,28,280_28,302.69,28,pre,T,A,F,32.06,NA,T60,0.105,280
919,CFTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,F,22.776,NA,T60,NA,400
920,CFTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,F,18.185,NA,T60,NA,700
921,CFTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,F,17.827,NA,T60,-0.021,700
922,CFTA7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,A,F,2.351,NA,T60,NA,2800
923,CFTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,F,18.647,NA,T60,-0.304,2800
924,CFTA9,400_28_1,28,400_28,408.25,28,cur,T,A,F,19.934,NA,T60,NA,400
925,CFTB1,280_31_1,31,280_31,286.83,31,pre,T,B,F,28.263,NA,T60,0.038,280
926,CFTB2,280_28_1,28,280_28,302.69,28,pre,T,B,F,23.661,NA,T60,0.091,280
927,CFTB3,400_31_1,31.1,400_31,434.02,31,cur,T,B,F,25.811,NA,T60,NA,400
928,CFTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,F,23.153,NA,T60,NA,700
929,CFTB6,700_28_1,28,700_28,707.6,28,eoc,T,B,F,25.62,NA,T60,NA,700
930,CFTB7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,F,17.136,NA,T60,NA,2800
931,CFTB8,400_28_1,28,400_28,408.25,28,cur,T,B,F,1.68,NA,T60,NA,400
932,CFTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,F,1.017,NA,T60,NA,400
933,CFTD1,400_28_2,28.1,400_28,400.02,28,cur,T,D,F,20.389,NA,T60,0.041,400
934,CFTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,F,41.524,NA,T60,0.015,280
935,CFTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,F,131.726,NA,T60,NA,400
936,CFTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,F,8.314,NA,T60,NA,700
937,CFTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,F,13.477,NA,T60,NA,2800
938,CFTF2,400_28_3,28,400_28,405.52,28,cur,T,F,F,21.864,NA,T60,0.154,400
939,CFTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,F,12.043,NA,T60,NA,700
940,CFTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,F,22.768,NA,T60,NA,700
941,CNAA1,280_31_1,31,280_31,286.83,31,pre,A,A,N,15.444,NA,T60,NA,280
947,CNAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,N,11.976,NA,T60,-0.863,2800
953,CNAB15,700_28_1,28,700_28,707.6,28,eoc,A,B,N,5.263,NA,T60,1.053,700
955,CNAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,N,12.294,NA,T60,0.906,700
956,CNAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,N,9.177,NA,T60,NA,2800
963,CNAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,N,11.878,NA,T60,-0.86,2800
965,CNAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,N,11.811,NA,T60,0.575,280
966,CNAD10,280_28_2,27.9,280_28,314.65,28,pre,A,D,N,11.882,NA,T60,-0.702,280
968,CNAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,N,12.119,NA,T60,-0.56,700
969,CNAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,N,11.062,NA,T60,0.422,700
973,CNAE1,280_31_3,30.9,280_31,291.58,31,pre,A,E,N,9.232,NA,T60,NA,280
976,CNAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,N,9.883,NA,T60,-0.277,700
978,CNAE7,2800_31_3,31,2800_31,3295.97,31,ext,A,E,N,7.256,NA,T60,-1.15,2800
983,CNAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,N,12.532,NA,T60,NA,280
986,CNAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,N,10.895,NA,T60,-0.383,2800
987,CNPA1,400_28_1,28,400_28,408.25,28,cur,P,A,N,9.378,NA,T60,-0.209,400
988,CNPA13,700_28_1,28,700_28,707.6,28,eoc,P,A,N,10.623,NA,T60,-0.059,700
989,CNPA2,280_28_1,28,280_28,302.69,28,pre,P,A,N,10.66,NA,T60,2.736,280
990,CNPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,N,10.348,NA,T60,NA,400
991,CNPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,N,9.552,NA,T60,0.517,700
992,CNPA6,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,N,13.452,NA,T60,1.298,2800
993,CNPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,N,8.038,NA,T60,NA,2800
994,CNPB1,400_28_1,28,400_28,408.25,28,cur,P,B,N,11.973,NA,T60,2.265,400
995,CNPB14,280_31_1,31,280_31,286.83,31,pre,P,B,N,10.359,NA,T60,2.068,280
996,CNPB2,280_28_1,28,280_28,302.69,28,pre,P,B,N,13.278,NA,T60,1.505,280
997,CNPB20,280_31_1,31,280_31,286.83,31,pre,P,B,N,2.963,NA,T60,0.659,280
998,CNPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,N,12.758,NA,T60,0.252,400
999,CNPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,N,13.166,NA,T60,0.449,700
1000,CNPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,N,11.874,NA,T60,1.252,700
1001,CNPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,N,11.55,NA,T60,-1.129,2800
1002,CNPB8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,N,10.855,NA,T60,1.931,2800
1003,CNPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,N,12.071,NA,T60,NA,280
1004,CNPC12,400_28_2,28.1,400_28,400.02,28,cur,P,C,N,9.193,NA,T60,NA,400
1005,CNPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,N,11.368,NA,T60,0.242,280
1006,CNPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,N,12.365,NA,T60,-0.121,400
1007,CNPC5,700_31_2,30.9,700_31,677.35,31,eoc,P,C,N,8.09,NA,T60,-0.617,700
1008,CNPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,N,9.106,NA,T60,0.095,700
1009,CNPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,N,10.719,NA,T60,-2.196,2800
1010,CNPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,N,8.709,NA,T60,-1.068,2800
1011,CNPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,N,11.375,NA,T60,1.005,280
1012,CNPD11,400_28_2,28.1,400_28,400.02,28,cur,P,D,N,5.005,NA,T60,NA,400
1013,CNPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,N,9.539,NA,T60,3.527,280
1014,CNPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,N,10.293,NA,T60,0.43,400
1015,CNPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,N,9.488,NA,T60,0.054,700
1016,CNPD6,700_28_2,28.1,700_28,707.17,28,eoc,P,D,N,9.298,NA,T60,1.037,700
1017,CNPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,N,9.259,NA,T60,0.304,2800
1018,CNPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,N,10.323,NA,T60,0.662,2800
1019,CNPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,N,9.047,NA,T60,0.235,280
1020,CNPE12,2800_31_3,31,2800_31,3295.97,31,ext,P,E,N,10.657,NA,T60,-0.172,2800
1021,CNPE13,400_28_3,28,400_28,405.52,28,cur,P,E,N,7.806,NA,T60,NA,400
1022,CNPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,N,9.957,NA,T60,2.457,280
1023,CNPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,N,9.791,NA,T60,-1.407,400
1024,CNPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,N,9.326,NA,T60,0.105,700
1025,CNPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,N,9.914,NA,T60,2.896,700
1026,CNPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,N,9.476,NA,T60,0.715,2800
1027,CNPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,N,10.141,NA,T60,0.459,280
1028,CNPF17,400_28_3,28,400_28,405.52,28,cur,P,F,N,8.497,NA,T60,NA,400
1029,CNPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,N,12.097,NA,T60,3.076,280
1030,CNPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,N,10.91,NA,T60,NA,400
1031,CNPF5,700_31_3,30.9,700_31,675.24,31,eoc,P,F,N,9.824,NA,T60,0.731,700
1032,CNPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,N,9.59,NA,T60,1.599,700
1033,CNPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,N,11.322,NA,T60,-0.472,2800
1034,CNPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,N,13.066,NA,T60,1.081,2800
1038,CNSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,N,4.803,NA,T60,NA,400
1051,CNSC11,280_28_2,27.9,280_28,314.65,28,pre,S,C,N,8.779,NA,T60,NA,280
1052,CNSC13,400_28_2,28.1,400_28,400.02,28,cur,S,C,N,5.035,NA,T60,-0.302,400
1066,CNSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,N,11.93,NA,T60,NA,280
1067,CNSE11,280_28_3,27.9,280_28,317.27,28,pre,S,E,N,10.4,NA,T60,1.149,280
1074,CNSF10,700_31_3,30.9,700_31,675.24,31,eoc,S,F,N,10.423,NA,T60,NA,700
1081,CNTA1,280_31_1,31,280_31,286.83,31,pre,T,A,N,19.753,NA,T60,NA,280
1083,CNTA2,280_28_1,28,280_28,302.69,28,pre,T,A,N,17.065,NA,T60,NA,280
1084,CNTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,N,14.594,NA,T60,NA,400
1085,CNTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,N,28.876,NA,T60,NA,700
1086,CNTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,N,32.046,NA,T60,NA,700
1087,CNTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,N,32.326,NA,T60,-0.277,2800
1088,CNTB12,400_31_1,31.1,400_31,434.02,31,cur,T,B,N,21.829,NA,T60,NA,400
1089,CNTB13,700_28_1,28,700_28,707.6,28,eoc,T,B,N,26.117,NA,T60,0.012,700
1090,CNTB14,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,N,18.187,NA,T60,NA,2800
1092,CNTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,N,13.749,NA,T60,NA,700
1093,CNTB8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,B,N,13.526,NA,T60,-0.352,2800
1095,CNTC1,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,29.098,NA,T60,0.053,280
1097,CNTC11,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,14.844,NA,T60,NA,2800
1098,CNTC14,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,10.181,NA,T60,NA,2800
1101,CNTC20,280_31_3,30.9,280_31,291.58,31,pre,T,C,N,10.996,NA,T60,0.083,280
1104,CNTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,N,21.494,NA,T60,NA,400
1105,CNTC5,700_31_2,30.9,700_31,677.35,31,eoc,T,C,N,25.703,NA,T60,NA,700
1106,CNTC6,700_28_2,28.1,700_28,707.17,28,eoc,T,C,N,24.041,NA,T60,NA,700
1107,CNTC8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,C,N,6.998,NA,T60,NA,2800
1112,CNTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,N,24.227,NA,T60,NA,400
1113,CNTD5,700_31_2,30.9,700_31,677.35,31,eoc,T,D,N,21.945,NA,T60,-0.022,700
1114,CNTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,N,22.357,NA,T60,0.046,700
1115,CNTD7,2800_31_2,30.9,2800_31,3301.59,31,ext,T,D,N,18.206,NA,T60,NA,2800
1116,CNTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,N,26.287,NA,T60,-0.232,2800
1119,CNTE15,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,30.404,NA,T60,0.18,280
1121,CNTE3,400_31_3,31.1,400_31,459.07,31,cur,T,E,N,19.365,NA,T60,NA,400
1122,CNTE5,700_31_3,30.9,700_31,675.24,31,eoc,T,E,N,31.857,NA,T60,0.037,700
1125,CNTF1,280_31_3,30.9,280_31,291.58,31,pre,T,F,N,35.164,NA,T60,0.073,280
1127,CNTF3,400_31_3,31.1,400_31,459.07,31,cur,T,F,N,23.255,NA,T60,NA,400
1128,CNTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,N,19.357,NA,T60,NA,700
1129,CNTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,N,29.273,NA,T60,0.088,700
1130,CNTF7,2800_31_3,31,2800_31,3295.97,31,ext,T,F,N,21.527,NA,T60,NA,2800
1131,CNTF8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,F,N,25.133,NA,T60,-0.138,2800
1134,CFAA2,280_28_1,28,280_28,302.69,28,pre,A,A,F,8.63,NA,T90,-0.714,280
1135,CFAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,F,10.159,NA,T90,-0.226,400
